""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"C5AR1"	1.36090216833605e-117	1.11405095689161	0.708	0.322	5.32725153795147e-113	"0"	"C5AR1"
"IER3"	3.24709580253605e-104	0.773591756162093	0.895	0.63	1.27107565190274e-99	"0"	"IER3"
"SOD2"	4.6076108230977e-97	0.834778893445001	0.893	0.714	1.80364925670159e-92	"0"	"SOD2"
"NFKBIA"	2.42847210532706e-94	0.67609604390602	0.961	0.815	9.50625405630279e-90	"0"	"NFKBIA"
"IL1B"	5.14291492359159e-88	0.803070537276087	0.823	0.542	2.01319404683993e-83	"0"	"IL1B"
"FTH1"	1.39410528694758e-86	0.341030502279008	1	0.992	5.45722514575632e-82	"0"	"FTH1"
"DUSP1"	1.65089455494664e-85	0.468398685477116	0.995	0.954	6.46242673533862e-81	"0"	"DUSP1"
"NAMPT"	3.75159157407967e-84	0.485326566886114	0.928	0.737	1.46856052167349e-79	"0"	"NAMPT"
"KLF2"	1.2815329328394e-82	0.666239869530662	0.818	0.544	5.01656066559984e-78	"0"	"KLF2"
"CCL3"	4.46050794922446e-82	0.896541782332072	0.804	0.532	1.74606583672391e-77	"0"	"CCL3"
"PNRC1"	3.21695077986286e-79	0.51390223454758	0.973	0.874	1.25927538277732e-74	"0"	"PNRC1"
"BTG1"	1.02908284860482e-77	0.491258964303369	0.979	0.91	4.02834481086358e-73	"0"	"BTG1"
"FOSB"	6.67928403589407e-77	0.537755570896641	0.972	0.791	2.61460573585073e-72	"0"	"FOSB"
"ATF3"	4.05625002729239e-74	0.592129262005177	0.91	0.684	1.58781907318361e-69	"0"	"ATF3"
"PPP1R15A"	1.20347887914797e-73	0.530981662253442	0.974	0.839	4.71101807242474e-69	"0"	"PPP1R15A"
"ZFAND5"	3.0084969971942e-64	0.598932537109034	0.903	0.742	1.17767614955167e-59	"0"	"ZFAND5"
"ZFP36"	5.08936211679911e-63	0.392184298766653	0.99	0.948	1.99223080062101e-58	"0"	"ZFP36"
"CXCL2"	1.94615742301586e-61	1.03676765189336	0.472	0.205	7.61823323239559e-57	"0"	"CXCL2"
"TYROBP"	1.50791946125337e-60	0.265394969971244	0.997	0.929	5.90275073107632e-56	"0"	"TYROBP"
"KLF6"	1.89105838537611e-58	0.367585628740764	0.971	0.886	7.40254804955479e-54	"0"	"KLF6"
"PLAUR"	5.97006882717515e-58	0.637594213381631	0.884	0.734	2.33698344239771e-53	"0"	"PLAUR"
"KLF4"	2.13311636158435e-57	0.474398071425743	0.926	0.738	8.35008399742192e-53	"0"	"KLF4"
"CFD"	2.73675544166589e-57	0.503393617132022	0.769	0.471	1.07130291764011e-52	"0"	"CFD"
"RHOB"	5.77781656710424e-57	0.42746722185845	0.941	0.78	2.26172629519295e-52	"0"	"RHOB"
"EGR1"	3.02607540196899e-55	0.410556470653274	0.781	0.538	1.18455721610076e-50	"0"	"EGR1"
"JUNB"	6.44867678098255e-55	0.267149648710121	0.992	0.936	2.52433452591562e-50	"0"	"JUNB"
"SRGN"	7.71679023331978e-55	0.362857596170595	0.993	0.946	3.02073753683303e-50	"0"	"SRGN"
"SLC11A1"	1.22958171481415e-54	0.562629154881709	0.652	0.373	4.81319762263999e-50	"0"	"SLC11A1"
"CD14"	1.19236185426166e-53	0.402060405876486	0.858	0.581	4.66750047850727e-49	"0"	"CD14"
"IER2"	7.29146168367966e-53	0.404415836088896	0.961	0.85	2.8542426760764e-48	"0"	"IER2"
"CXCL8"	1.20486383881531e-51	0.855256491194401	0.632	0.397	4.71643949704251e-47	"0"	"CXCL8"
"TNFAIP3"	1.70157286182798e-51	0.46360128457967	0.83	0.629	6.66080696762563e-47	"0"	"TNFAIP3"
"TREM1"	3.76561292619654e-49	0.819714655582293	0.487	0.248	1.47404917995963e-44	"0"	"TREM1"
"CCL4"	4.30978961826032e-48	0.878050758900523	0.617	0.384	1.687067146068e-43	"0"	"CCL4"
"FOS"	5.58177100767388e-48	0.359117977490348	0.993	0.945	2.18498426095394e-43	"0"	"FOS"
"GLUL"	1.18055854434642e-47	0.439655740538559	0.911	0.79	4.62129642184407e-43	"0"	"GLUL"
"PLIN2"	1.86007370383451e-47	0.759163516022931	0.727	0.549	7.28125851366021e-43	"0"	"PLIN2"
"CD68"	1.03231245688938e-46	0.25122982926313	0.964	0.83	4.04098711249347e-42	"0"	"CD68"
"SERPINA1"	5.38072059979359e-46	0.35795418840696	0.944	0.795	2.1062830787892e-41	"0"	"SERPINA1"
"OLR1"	1.04127989001361e-44	0.526457571937842	0.689	0.483	4.07609012945827e-40	"0"	"OLR1"
"CTSS"	2.89967638022026e-44	0.355724282027516	0.979	0.892	1.13507831903722e-39	"0"	"CTSS"
"NR4A1"	6.01781948573413e-44	0.402410067363254	0.88	0.682	2.35567543769063e-39	"0"	"NR4A1"
"DUSP2"	8.93693554936927e-44	0.479788065511676	0.75	0.545	3.4983634208006e-39	"0"	"DUSP2"
"CDKN1A"	4.88380440204618e-42	0.50394559830736	0.832	0.645	1.91176523318098e-37	"0"	"CDKN1A"
"SOCS3"	5.15272415573686e-39	0.640434950296354	0.582	0.377	2.01703387076319e-34	"0"	"SOCS3"
"RGS2"	5.1849482026579e-39	0.380584489193873	0.941	0.809	2.02964797393044e-34	"0"	"RGS2"
"CCL3L3"	1.97149922572895e-38	0.830294325639424	0.571	0.369	7.71743371911597e-34	"0"	"CCL3L3"
"JUND"	2.06494822181231e-38	0.525068998283269	0.812	0.647	8.08323981428429e-34	"0"	"JUND"
"MAFB"	2.48502275950206e-38	0.284244347231847	0.806	0.556	9.7276215920708e-34	"0"	"MAFB"
"GADD45B"	2.60508500401161e-38	0.311703225917166	0.92	0.811	1.01976052482034e-33	"0"	"GADD45B"
"BCL2A1"	1.16258097409285e-37	0.5667485310801	0.738	0.549	4.55092322308647e-33	"0"	"BCL2A1"
"ICAM1"	8.66121145856346e-37	0.603205437371108	0.552	0.358	3.39043122545467e-32	"0"	"ICAM1"
"HBEGF"	1.66025970471169e-36	0.639759181609423	0.601	0.403	6.49908661409393e-32	"0"	"HBEGF"
"MAP1LC3B"	7.5570567784604e-36	0.477035483031052	0.869	0.74	2.95820987592832e-31	"0"	"MAP1LC3B"
"TGFBI"	9.40913647487586e-36	0.387398527194655	0.844	0.709	3.68320647309016e-31	"0"	"TGFBI"
"TGIF1"	2.50744151436525e-35	0.57277024094596	0.604	0.408	9.81537980798278e-31	"0"	"TGIF1"
"ELL2"	1.8688445844663e-34	0.39591954590191	0.494	0.291	7.31559212589334e-30	"0"	"ELL2"
"CCL4L2"	4.25557750419732e-34	0.728925153868763	0.559	0.353	1.66584581401804e-29	"0"	"CCL4L2"
"VEGFA"	6.69290328255941e-34	0.659225704090691	0.437	0.247	2.61993698995788e-29	"0"	"VEGFA"
"NFKBIZ"	7.46567223113689e-33	0.289129277822904	0.827	0.679	2.92243739487853e-28	"0"	"NFKBIZ"
"CLEC4E"	8.67179882432764e-33	0.632260551669267	0.477	0.274	3.39457564978306e-28	"0"	"CLEC4E"
"G0S2"	9.69165872832406e-33	0.76404530266696	0.372	0.187	3.79379980920245e-28	"0"	"G0S2"
"JUN"	7.23508208529781e-32	0.282846020731757	0.945	0.858	2.83217288228983e-27	"0"	"JUN"
"IL10"	7.42633754266382e-32	1.28706930832536	0.257	0.103	2.90703983107575e-27	"0"	"IL10"
"FYB"	1.37386881192484e-31	0.297084931689234	0.887	0.762	5.3780094642798e-27	"0"	"FYB"
"KDM6B"	7.35856151626477e-31	0.375916630839887	0.615	0.428	2.88050890554185e-26	"0"	"KDM6B"
"FCGR3A"	7.95484058999757e-31	0.311723694067479	0.665	0.427	3.11392234895455e-26	"0"	"FCGR3A"
"TNFRSF1B"	8.09785522110529e-31	0.393620623696928	0.765	0.6	3.16990542630166e-26	"0"	"TNFRSF1B"
"IRS2"	1.20194505133009e-30	0.556722191797219	0.483	0.299	4.70501390343162e-26	"0"	"IRS2"
"ZNF331"	2.65930219699966e-30	0.465936261548973	0.685	0.512	1.04098384501552e-25	"0"	"ZNF331"
"MS4A7"	4.35068444641384e-30	0.295390378706594	0.903	0.802	1.7030754265487e-25	"0"	"MS4A7"
"NR4A2"	1.19717709102918e-29	0.284014294321618	0.897	0.735	4.68634972283371e-25	"0"	"NR4A2"
"CTD-3252C9.4"	3.79983810358498e-29	0.466413499177258	0.522	0.339	1.48744662564834e-24	"0"	"CTD-3252C9.4"
"FN1"	7.26500871394335e-29	1.28599653293873	0.312	0.152	2.84388766107312e-24	"0"	"FN1"
"DUSP6"	2.36468472811225e-28	0.635076666217599	0.498	0.32	9.2565583681954e-24	"0"	"DUSP6"
"NFIL3"	2.96726854978371e-28	0.617606099214878	0.346	0.181	1.16153727381283e-23	"0"	"NFIL3"
"DNAJB1"	3.85958372767137e-28	0.760406284245533	0.75	0.625	1.51083405019696e-23	"0"	"DNAJB1"
"TSPO"	1.47627892064249e-27	0.306014070341757	0.941	0.782	5.77889383485501e-23	"0"	"TSPO"
"OSM"	1.82400944004592e-27	0.7527347944177	0.414	0.241	7.14008495305976e-23	"0"	"OSM"
"IER5"	5.85387113615949e-27	0.35379919267714	0.694	0.54	2.29149785624963e-22	"0"	"IER5"
"HCST"	6.26323132039656e-27	0.3093260871723	0.89	0.754	2.45174190036923e-22	"0"	"HCST"
"VCAN"	7.79826547564602e-27	0.875525421185301	0.353	0.193	3.05263102044163e-22	"0"	"VCAN"
"THBS1"	1.85594455925741e-26	1.02862868341708	0.197	0.073	7.26509497721315e-22	"0"	"THBS1"
"DDIT3"	3.55579830042098e-26	0.460048926544959	0.574	0.406	1.39191724469979e-21	"0"	"DDIT3"
"XBP1"	6.21702703736322e-26	0.333575891443301	0.708	0.548	2.43365523377583e-21	"0"	"XBP1"
"LINC00936"	8.47226590764751e-26	0.615605575327634	0.617	0.469	3.31646848954862e-21	"0"	"LINC00936"
"MXD1"	1.06959111657663e-25	0.467616478001368	0.579	0.423	4.18691442583922e-21	"0"	"MXD1"
"EREG"	2.16265159172551e-25	0.833865971639087	0.357	0.202	8.46569965580951e-21	"0"	"EREG"
"YBX3"	2.41095685443145e-25	0.361743639054615	0.592	0.429	9.4376906066719e-21	"0"	"YBX3"
"CSRNP1"	2.90825408283882e-25	0.343738109590512	0.672	0.49	1.13843606072726e-20	"0"	"CSRNP1"
"PLEKHG2"	4.14262251153187e-25	0.40500204544619	0.35	0.19	1.62162958213915e-20	"0"	"PLEKHG2"
"RAB20"	7.39465930316338e-25	0.461836562091355	0.567	0.398	2.89463938422331e-20	"0"	"RAB20"
"ASGR1"	1.84350168046003e-24	0.567218281911625	0.362	0.21	7.21638732816078e-20	"0"	"ASGR1"
"DNAAF1"	1.86529660339889e-24	0.942042932121016	0.149	0.046	7.30170355400495e-20	"0"	"DNAAF1"
"HIF1A"	4.69065281495785e-24	0.373097289830317	0.78	0.682	1.83615604441525e-19	"0"	"HIF1A"
"DMXL2"	7.9046694268895e-24	0.5075687803348	0.361	0.201	3.0942828471559e-19	"0"	"DMXL2"
"CH507-42P11.8"	1.41802429281364e-23	0.443638763671653	0.318	0.17	5.55085609421899e-19	"0"	"CH507-42P11.8"
"PHLDA1"	1.64576338984251e-23	0.790202696888414	0.343	0.197	6.44234078953852e-19	"0"	"PHLDA1"
"FOSL2"	2.59256159432319e-23	0.36002617701107	0.572	0.423	1.01485823609781e-18	"0"	"FOSL2"
"BNIP3L"	2.97235448898081e-23	0.342013148868924	0.74	0.611	1.16352816471154e-18	"0"	"BNIP3L"
"C10orf54"	1.29158982460667e-22	0.304332448288649	0.835	0.715	5.05592836842282e-18	"0"	"C10orf54"
"LCP2"	1.50946402375684e-22	0.263101227375359	0.784	0.692	5.90879692099616e-18	"0"	"LCP2"
"PILRA"	2.48133700562516e-22	0.347216337051732	0.709	0.56	9.71319370851969e-18	"0"	"PILRA"
"S100A8"	2.96454388312237e-22	0.865490177132613	0.398	0.248	1.16047070304825e-17	"0"	"S100A8"
"SLC7A7"	6.69800981164823e-22	0.262276689490397	0.669	0.484	2.6219359407697e-17	"0"	"SLC7A7"
"HCAR3"	1.05105153837194e-21	0.63380207392294	0.212	0.093	4.11434124695696e-17	"0"	"HCAR3"
"CHMP1B"	1.44957543485718e-21	0.468965749654263	0.728	0.61	5.67436303974843e-17	"0"	"CHMP1B"
"NINJ1"	1.91564678179819e-21	0.330809459323445	0.65	0.488	7.49879932734902e-17	"0"	"NINJ1"
"PDE4B"	1.96198298768924e-21	0.307600664211655	0.61	0.454	7.68018240530951e-17	"0"	"PDE4B"
"ARL4A"	2.07230464262124e-21	0.413378691817308	0.594	0.451	8.11203652354086e-17	"0"	"ARL4A"
"CEBPB"	3.1202609294804e-21	0.288779150999613	0.759	0.633	1.2214261408451e-16	"0"	"CEBPB"
"CD300E"	3.20751535597682e-21	0.758775163758882	0.239	0.117	1.25558188609713e-16	"0"	"CD300E"
"CDA"	3.53007840200557e-21	0.741120758302443	0.143	0.047	1.38184919046508e-16	"0"	"CDA"
"RBKS"	8.41216334327877e-21	0.414853754547394	0.433	0.278	3.29294134072647e-16	"0"	"RBKS"
"S100A9"	9.36654529572114e-21	0.756349802016331	0.488	0.334	3.66653415601004e-16	"0"	"S100A9"
"FPR1"	9.61274577796967e-21	0.295030362176829	0.776	0.626	3.76290933478623e-16	"0"	"FPR1"
"GNA13"	1.78359755787096e-20	0.314694216905464	0.62	0.477	6.98189264028588e-16	"0"	"GNA13"
"TFRC"	8.81292884583301e-20	0.394896825535262	0.341	0.204	3.44982099670133e-15	"0"	"TFRC"
"LYZ"	9.30522976802172e-20	0.275789988655005	0.978	0.888	3.6425321926921e-15	"0"	"LYZ"
"LRP1"	9.51550307280997e-20	0.270255363869866	0.563	0.387	3.72484367785146e-15	"0"	"LRP1"
"NUP214"	1.04738075951946e-19	0.399742230209024	0.571	0.429	4.09997198313895e-15	"0"	"NUP214"
"KLF10"	1.23068854989526e-19	0.341334606310238	0.703	0.584	4.81753032856499e-15	"0"	"KLF10"
"CCL20"	1.32571679186635e-19	0.976236479488098	0.102	0.026	5.18951838176083e-15	"0"	"CCL20"
"ANKRD37"	1.65455087976646e-19	0.596577126613759	0.366	0.229	6.47673941884581e-15	"0"	"ANKRD37"
"CD44"	2.21940154496831e-19	0.275559516984713	0.845	0.732	8.68784734777846e-15	"0"	"CD44"
"CXCL3"	3.3898639093829e-19	1.06641374201331	0.22	0.107	1.32696222732794e-14	"0"	"CXCL3"
"FCN1"	6.39631131009954e-19	0.544684180289276	0.368	0.226	2.50383606233847e-14	"0"	"FCN1"
"LMNA"	1.78923519047142e-18	0.41202431994241	0.582	0.446	7.00396115310038e-14	"0"	"LMNA"
"NLRP3"	2.48881015290145e-18	0.346446502967253	0.562	0.427	9.74244734353274e-14	"0"	"NLRP3"
"TRIB1"	3.7545959379618e-18	0.361579981124167	0.552	0.418	1.46973657991515e-13	"0"	"TRIB1"
"PTP4A1"	4.00407562759393e-18	0.331006161441765	0.693	0.574	1.56739540442165e-13	"0"	"PTP4A1"
"PFKFB3"	5.06880306625743e-18	0.357148211877263	0.52	0.382	1.98418296028647e-13	"0"	"PFKFB3"
"OTUD1"	1.03846821052481e-17	0.44579619148393	0.471	0.334	4.06508381009937e-13	"0"	"OTUD1"
"THBD"	1.20978731029544e-17	0.55851968037353	0.342	0.218	4.73571242615151e-13	"0"	"THBD"
"PTGS2"	3.60924266394772e-17	0.46654972662917	0.373	0.24	1.41283804080233e-12	"0"	"PTGS2"
"APLP2"	3.71581380717069e-17	0.297609495306427	0.795	0.669	1.45455531481697e-12	"0"	"APLP2"
"VPS37B"	6.59341855779877e-17	0.295552316018226	0.331	0.199	2.58099369445033e-12	"0"	"VPS37B"
"SELK"	7.52664447464626e-17	0.343532635373331	0.685	0.575	2.94630497960028e-12	"0"	"SELK"
"CEBPD"	7.93171928628187e-17	0.252495866886629	0.88	0.772	3.10487151461504e-12	"0"	"CEBPD"
"MAFF"	1.08996672473248e-16	0.432299206035464	0.478	0.346	4.2666747439653e-12	"0"	"MAFF"
"HSPA1A"	1.2551332091914e-16	0.391721461131911	0.765	0.666	4.91321894737973e-12	"0"	"HSPA1A"
"HSP90AB1"	1.28048709723086e-16	0.34080972942526	0.953	0.924	5.0124667421102e-12	"0"	"HSP90AB1"
"ANXA1"	1.30117719644064e-16	0.327201609806618	0.898	0.804	5.0934581354669e-12	"0"	"ANXA1"
"LTA4H"	1.35959750451147e-16	0.365174005146351	0.67	0.551	5.32214443141014e-12	"0"	"LTA4H"
"AZI2"	1.50653249682498e-16	0.496820890016332	0.422	0.297	5.89732145882138e-12	"0"	"AZI2"
"CD93"	1.57900327743933e-16	0.395738291230893	0.426	0.294	6.18100832953624e-12	"0"	"CD93"
"CSF3R"	1.75447194504487e-16	0.325617782077204	0.734	0.619	6.86788042887813e-12	"0"	"CSF3R"
"HSP90AA1"	2.10133903590197e-16	0.405887898203481	0.962	0.954	8.22569165603825e-12	"0"	"HSP90AA1"
"SDS"	2.35140827176579e-16	0.540652334153235	0.372	0.243	9.2045876798272e-12	"0"	"SDS"
"PPP1R15B"	2.35414953778031e-16	0.325863741438407	0.445	0.321	9.21531836564103e-12	"0"	"PPP1R15B"
"LILRB2"	2.49166989328238e-16	0.360341324337558	0.591	0.465	9.75364179725386e-12	"0"	"LILRB2"
"PECAM1"	2.64705603909951e-16	0.324754995060817	0.544	0.412	1.0361900865055e-11	"0"	"PECAM1"
"CD163"	3.62827687759149e-16	0.259220660248915	0.658	0.494	1.42028898373319e-11	"0"	"CD163"
"S100A12"	4.65771933377086e-16	0.794234327543619	0.212	0.112	1.8232642332046e-11	"0"	"S100A12"
"PID1"	6.07854176473749e-16	0.39073480658856	0.376	0.244	2.37944517380649e-11	"0"	"PID1"
"LUCAT1"	6.57028492769503e-16	0.400213695601747	0.129	0.049	2.57193803494622e-11	"0"	"LUCAT1"
"GNAI2"	6.89148748339517e-16	0.272939226822591	0.83	0.729	2.69767277537504e-11	"0"	"GNAI2"
"GPCPD1"	1.42238204930979e-15	0.366485681727177	0.527	0.403	5.56791453202319e-11	"0"	"GPCPD1"
"MIDN"	1.86262467843316e-15	0.349189014101236	0.558	0.432	7.2912443037266e-11	"0"	"MIDN"
"SLC25A37"	1.98063398273788e-15	0.332639451702946	0.403	0.284	7.75319172542744e-11	"0"	"SLC25A37"
"LINC00937"	2.55787382253471e-15	0.543983998276473	0.185	0.091	1.00127970783121e-10	"0"	"LINC00937"
"DNAJB6"	2.84339533026836e-15	0.399529586952451	0.725	0.663	1.11304710203355e-10	"0"	"DNAJB6"
"CLEC5A"	3.4877825907563e-15	0.429302719606967	0.417	0.29	1.36529249515155e-10	"0"	"CLEC5A"
"BAG3"	4.1909258661809e-15	0.840271725783651	0.394	0.286	1.64053793031651e-10	"0"	"BAG3"
"ZFAND2A"	4.59549272768202e-15	0.808981913445796	0.423	0.318	1.79890562825113e-10	"0"	"ZFAND2A"
"GPR84"	8.24978751085436e-15	0.346428219538255	0.258	0.147	3.22937932112394e-10	"0"	"GPR84"
"GABARAPL1"	9.89878005211828e-15	0.313549412542577	0.613	0.492	3.8748774514017e-10	"0"	"GABARAPL1"
"SLC43A2"	1.00635864675307e-14	0.263240051382974	0.558	0.429	3.93939092271488e-10	"0"	"SLC43A2"
"SPHK1"	1.02711814551021e-14	0.434037814037839	0.2	0.104	4.02065398059973e-10	"0"	"SPHK1"
"MMP19"	1.81296878358891e-14	0.632870494208526	0.109	0.04	7.09686630335877e-10	"0"	"MMP19"
"FOXO3"	2.44947948832896e-14	0.272546710251013	0.357	0.233	9.58848745706373e-10	"0"	"FOXO3"
"UPP1"	2.93727014285609e-14	0.318792693313244	0.557	0.439	1.14979439742102e-09	"0"	"UPP1"
"HNMT"	3.35150919640986e-14	0.250073197610489	0.541	0.41	1.31194827493464e-09	"0"	"HNMT"
"PELI1"	3.43889607319511e-14	0.343675254617436	0.513	0.389	1.34615586785223e-09	"0"	"PELI1"
"METRNL"	4.88767132329547e-14	0.409539025984147	0.372	0.255	1.91327893950401e-09	"0"	"METRNL"
"HN1"	6.1591714655288e-14	0.25221026792825	0.69	0.579	2.41100767018125e-09	"0"	"HN1"
"OLFML2B"	7.23791046279717e-14	0.326834162959018	0.233	0.128	2.83328005066195e-09	"0"	"OLFML2B"
"HSPA1B"	1.53006817916287e-13	0.418772560877896	0.655	0.565	5.98945188733304e-09	"0"	"HSPA1B"
"EIF2AK3"	1.66268427108027e-13	0.372374738168362	0.219	0.123	6.50857757914371e-09	"0"	"EIF2AK3"
"HS3ST1"	2.48404443657452e-13	0.461505192951756	0.232	0.132	9.72379194697094e-09	"0"	"HS3ST1"
"BTG3"	2.51093656364179e-13	0.375893685930154	0.319	0.214	9.82906117837577e-09	"0"	"BTG3"
"AF213884.2"	3.14969540553015e-13	0.409918089529951	0.311	0.201	1.23294826649478e-08	"0"	"AF213884.2"
"AGTRAP"	3.31599105574053e-13	0.45759921486359	0.464	0.352	1.29804469876963e-08	"0"	"AGTRAP"
"MIR155HG"	3.36180325865542e-13	0.521734458390457	0.264	0.163	1.31597788560067e-08	"0"	"MIR155HG"
"F13A1"	3.47828204932306e-13	0.302414312067325	0.386	0.266	1.36157350820751e-08	"0"	"F13A1"
"RBP7"	3.59209172052099e-13	0.509209189125419	0.178	0.092	1.40612430399794e-08	"0"	"RBP7"
"ITGAV"	5.42002418598647e-13	0.266328809716895	0.349	0.231	2.1216684676044e-08	"0"	"ITGAV"
"ATP13A3"	7.73997896644226e-13	0.32614950076379	0.299	0.194	3.02981476641382e-08	"0"	"ATP13A3"
"HK3"	8.91373798504113e-13	0.532980728919142	0.166	0.084	3.48928273424435e-08	"0"	"HK3"
"HSPH1"	1.52416281715175e-12	0.35766763002036	0.61	0.519	5.96633534774053e-08	"0"	"HSPH1"
"FNDC3B"	1.97537277464736e-12	0.384762883549368	0.344	0.238	7.73259672635709e-08	"0"	"FNDC3B"
"ZSWIM6"	2.26412221959706e-12	0.349880552831261	0.288	0.186	8.86290642861269e-08	"0"	"ZSWIM6"
"BLVRA"	3.21369463530776e-12	0.331894969211928	0.456	0.338	1.25800076499122e-07	"0"	"BLVRA"
"TKT"	3.47508249996457e-12	0.294134372157518	0.844	0.735	1.36032104461113e-07	"0"	"TKT"
"GZF1"	3.63238105117218e-12	0.395494627080981	0.289	0.188	1.42189556248135e-07	"0"	"GZF1"
"CACNA2D4"	5.86111316762118e-12	0.407104522303031	0.199	0.114	2.29433274946531e-07	"0"	"CACNA2D4"
"TOM1"	6.01099705411162e-12	0.30287690550349	0.446	0.337	2.35300479683199e-07	"0"	"TOM1"
"RXRA"	8.00604960293849e-12	0.391971050614756	0.265	0.171	3.13396811707027e-07	"0"	"RXRA"
"MB21D2"	8.71440003734989e-12	0.253358288306157	0.147	0.072	3.41125189462062e-07	"0"	"MB21D2"
"IL1RN"	9.76861273439545e-12	0.581591497299899	0.265	0.17	3.8239234548791e-07	"0"	"IL1RN"
"LDLR"	1.01741359168345e-11	0.519470701639515	0.137	0.067	3.98266550464485e-07	"0"	"LDLR"
"THAP2"	1.02932701027247e-11	0.375449784830749	0.302	0.203	4.02930058171158e-07	"0"	"THAP2"
"ABHD5"	1.11459659173542e-11	0.401952290665734	0.322	0.225	4.36308835834829e-07	"0"	"ABHD5"
"CYB5D1"	1.36069152518941e-11	0.303225742195466	0.128	0.058	5.32642697535394e-07	"0"	"CYB5D1"
"BST1"	1.63473373641862e-11	0.542558110953805	0.2	0.118	6.39916521121067e-07	"0"	"BST1"
"DUSP10"	1.78016759720285e-11	0.385960279146572	0.279	0.183	6.96846605925055e-07	"0"	"DUSP10"
"TNFAIP2"	2.7256272743355e-11	0.352595516665768	0.498	0.388	1.06694679653863e-06	"0"	"TNFAIP2"
"CST6"	3.00142006561353e-11	0.560032603602413	0.111	0.049	1.17490588468442e-06	"0"	"CST6"
"MAP2K3"	3.87554638630241e-11	0.330936607421618	0.465	0.369	1.51708263291808e-06	"0"	"MAP2K3"
"SEMA6B"	4.86925095779877e-11	0.417304687838522	0.165	0.09	1.90606828743033e-06	"0"	"SEMA6B"
"FKBP4"	5.25310828657324e-11	0.46277028700089	0.318	0.225	2.05632923877909e-06	"0"	"FKBP4"
"UBXN11"	6.39167226242869e-11	0.386611299041477	0.323	0.228	2.50202010712771e-06	"0"	"UBXN11"
"MID1IP1"	6.52856245948364e-11	0.382048849961882	0.383	0.291	2.55560577476487e-06	"0"	"MID1IP1"
"SAP30"	7.17470015950795e-11	0.38432346775817	0.337	0.239	2.80853637743939e-06	"0"	"SAP30"
"DOK3"	9.04082866980726e-11	0.287361355878538	0.281	0.183	3.53903238279605e-06	"0"	"DOK3"
"CCRL2"	1.18402666763781e-10	0.288192907998463	0.277	0.183	4.6348723904682e-06	"0"	"CCRL2"
"STXBP2"	1.24239387249479e-10	0.314593146939419	0.628	0.544	4.86335081388086e-06	"0"	"STXBP2"
"CITED2"	1.34234806749311e-10	0.305969260520863	0.49	0.39	5.25462151020177e-06	"0"	"CITED2"
"EIF4A3"	1.62767153652243e-10	0.268568096317723	0.62	0.527	6.37152022971705e-06	"0"	"EIF4A3"
"SLC7A5"	2.96270612808874e-10	0.416371045631491	0.287	0.197	1.15975131384034e-05	"0"	"SLC7A5"
"STX11"	3.02873523343109e-10	0.254715703989501	0.555	0.458	1.1855984071266e-05	"0"	"STX11"
"HSPA5"	3.2307002138496e-10	0.396150747675073	0.76	0.694	1.26465759871142e-05	"0"	"HSPA5"
"BCAT1"	3.88278825427401e-10	0.258119528237028	0.28	0.187	1.51991746213556e-05	"0"	"BCAT1"
"RFX2"	4.37664652807943e-10	0.45266280795313	0.139	0.074	1.71323828341669e-05	"0"	"RFX2"
"JMJD6"	4.49020387299906e-10	0.281830056806443	0.384	0.289	1.75769030608548e-05	"0"	"JMJD6"
"CATSPER1"	4.57880434036492e-10	0.396886367847743	0.185	0.112	1.79237295903585e-05	"0"	"CATSPER1"
"CREM"	4.98210976080131e-10	0.265794396224901	0.557	0.466	1.95024686586567e-05	"0"	"CREM"
"MYADM"	5.8589254297445e-10	0.271173917604202	0.624	0.53	2.29347635947348e-05	"0"	"MYADM"
"RNF19B"	6.38771787798576e-10	0.427537743133547	0.206	0.128	2.50047216333752e-05	"0"	"RNF19B"
"WDFY3"	7.07841537229313e-10	0.286853418887847	0.174	0.099	2.77084569748415e-05	"0"	"WDFY3"
"HSPD1"	1.03394076464864e-09	0.448535093514123	0.768	0.73	4.04736112321712e-05	"0"	"HSPD1"
"UBXN2B"	1.39091791925103e-09	0.262710967766972	0.277	0.192	5.44474819490817e-05	"0"	"UBXN2B"
"HPSE"	1.50415159794537e-09	0.435376506603167	0.147	0.081	5.88800143015715e-05	"0"	"HPSE"
"USP36"	1.98447035207239e-09	0.288555724978722	0.33	0.244	7.76820919318738e-05	"0"	"USP36"
"ZC3H12A"	2.11088699622804e-09	0.328972849434653	0.241	0.159	8.26306714673465e-05	"0"	"ZC3H12A"
"PLAU"	2.5104617902215e-09	0.396721955976471	0.376	0.281	9.82720267782206e-05	"0"	"PLAU"
"LINC01272"	3.49004816390469e-09	0.426631105682014	0.26	0.177	0.000136617935376049	"0"	"LINC01272"
"CD36"	4.21973169715844e-09	0.454660308148382	0.364	0.277	0.000165181397285267	"0"	"CD36"
"EAF1"	4.9190973851291e-09	0.338216849337092	0.208	0.133	0.000192558067140879	"0"	"EAF1"
"TMEM70"	5.98913789916353e-09	0.29102024330297	0.468	0.383	0.000234444803062756	"0"	"TMEM70"
"UBE2R2"	6.46745037557376e-09	0.299461629266935	0.391	0.305	0.000253168344951835	"0"	"UBE2R2"
"PNPLA8"	7.57492274874252e-09	0.276130271330308	0.406	0.322	0.000296520350999526	"0"	"PNPLA8"
